Date,Open Price,High Price,Low Price,Close Price,WAP,No.of Shares,No. of Trades,Total Turnover (Rs.),Deliverable Quantity,% Deli. Qty to Traded Qty,Spread High-Low,Spread Close-Open,Ind
28-November-2017,500,500.4,490.25,492.2,492.8928838797,874929,1270,431246278,585815,66.96,10.15,-7.8,23
27-November-2017,498.9,500,490.8,498.15,495.4711587201,193334,2840,95791421,72437,37.47,9.2,-0.75,24
24-November-2017,497,502.2,495,496.3,496.5543707978,803446,2979,398954623,717511,89.3,7.2,-0.7,25
23-November-2017,501,506.75,492,496.05,500.5749931451,393876,4325,197164476,86866,22.05,14.75,-4.95,26
22-November-2017,505,507.6,495.45,498.7,500.3177382922,195233,2634,97678533,49763,25.49,12.15,-6.3,27
21-November-2017,490.5,509,490.5,503.15,503.005627613,607540,7255,305596039,304577,50.13,18.5,12.65,28
20-November-2017,493,496.4,489,492.65,492.9299645645,313527,10842,154546853,168048,53.6,7.4,-0.35,29
17-November-2017,495.1,505.95,491.15,493.55,499.6400441317,499414,7700,249527233,206807,41.41,14.8,-1.55,30
16-November-2017,487.55,494.7,481.5,489.9,489.3179825663,517390,7293,253168231,211865,40.95,13.2,2.35,31
15-November-2017,499.5,499.9,483.55,487.35,491.1294186779,260372,4783,127876349,116795,44.86,16.35,-12.15,32
14-November-2017,496.1,504.35,495,498.05,498.7806495036,237720,6510,118570136,92235,38.8,9.35,1.95,33
13-November-2017,506,506,496,498.05,498.6414283245,231460,3157,115415545,68077,29.41,10,-7.95,34
10-November-2017,507,511.35,497.5,501.8,503.8349079503,768335,5627,387113994,344733,44.87,13.85,-5.2,35
9-November-2017,503.9,507,495.75,503.9,500.8991867727,712347,8879,356814033,228504,32.08,11.25,0,36
8-November-2017,496,506.85,480,495.15,483.9877007066,279514756,162290,135281704070,199916352,71.52,26.85,-0.85,37
7-November-2017,534,536.8,512,514.35,524.8488373886,389038,3943,204186142,93978,24.16,24.8,-19.65,38
6-November-2017,541.35,544.5,528,532.75,535.8975558256,339092,4266,181718574,51272,15.12,16.5,-8.6,39
3-November-2017,540,565,537.7,541.35,544.2532031556,185888173,13960,101170233584,184890487,99.46,27.3,1.35,40
2-November-2017,544,548.5,530.75,543.1,538.2669420687,557488,5934,300077361,98116,17.6,17.75,-0.9,41
1-November-2017,518,544.5,509.45,538.4,532.7825493474,1582405,19041,843077770,184101,11.63,35.05,20.4,42
31-October-2017,492.8,503.7,487.05,497.65,494.1340227058,666790,6777,329483625,174236,26.13,16.65,4.85,43
30-October-2017,490,497.75,486.7,492.8,491.7521121454,244183,2431,120077506,67130,27.49,11.05,2.8,44
27-October-2017,511.5,511.5,483.25,485.1,493.0071281447,222358,3081,109624079,34459,15.5,28.25,-26.4,45
26-October-2017,514,519.35,503.05,510.55,515.2667284634,715248,2403,368543497,492091,68.8,16.3,-3.45,46
25-October-2017,501,519,494.3,515.5,507.5188507731,594591,6011,301766141,125295,21.07,24.7,14.5,47
24-October-2017,500,504.5,494.95,501.65,500.044758132,436457,4900,218248035,60753,13.92,9.55,1.65,48
23-October-2017,472,501.45,472,497.5,493.9467660904,783448,8655,386981606,197954,25.27,29.45,25.5,49
19-October-2017,463.9,477.7,463.4,473.85,471.9863827866,106336,1362,50189144,20816,19.58,14.3,9.95,50
18-October-2017,465.95,480,457.55,461.55,461.9895308773,188650,3067,87154325,34404,18.24,22.45,-4.4,51
17-October-2017,455.25,469.25,455.15,465.95,462.0752538585,434888,5519,200950983,56279,12.94,14.1,10.7,52
16-October-2017,435.5,457.4,433,453,446.0031330457,703788,8094,313891653,137790,19.58,24.4,17.5,53
13-October-2017,425,436,421,431.6,428.0510163669,3545078,15581,1517474241,287654,8.11,15,6.6,54
12-October-2017,404,405,396.05,400.05,399.7319000474,86561,1214,34601193,18881,21.81,8.95,-3.95,55
11-October-2017,380.3,407,380.3,403.4,399.6644036546,411104,5859,164303635,122505,29.8,26.7,23.1,56
10-October-2017,380,386.75,374.8,384.05,379.9761943407,73932,1044,28092400,17557,23.75,11.95,4.05,57
9-October-2017,378.5,382.4,377.7,379.4,379.3208541489,32828,528,12452345,9259,28.2,4.7,0.9,58
6-October-2017,376.8,383.75,376.8,382.3,381.064717608,22575,403,8602536,7366,32.63,6.95,5.5,59
5-October-2017,376.95,380.9,373.1,377.75,377.0153948927,65866,901,24832496,11236,17.06,7.8,0.8,60
4-October-2017,383.5,385.6,375.5,376.95,378.6440774773,99797,1269,37787543,34184,34.25,10.1,-6.55,61
3-October-2017,389.65,393.2,384,385.65,388.9969190757,99970,1228,38888022,15818,15.82,9.2,-4,62
29-September-2017,379,391.8,379,388.65,386.5564914883,56628,990,21889921,13100,23.13,12.8,9.65,63
28-September-2017,388.8,388.8,377.5,382.4,381.2595060152,57937,961,22089032,8614,14.87,11.3,-6.4,64
27-September-2017,384.5,389.55,384.2,385.35,385.8433666327,84286,1064,32521194,30063,35.67,5.35,0.85,65
26-September-2017,386,392.5,382.55,387.3,385.1559814667,97986,2344,37739894,35572,36.3,9.95,1.3,66
