Date,Price,Open,High,Low,Vol.,Change %
"Jan 08, 2016",2902.3,2947,2968,2881.9,166.71K,-1.5
"Jan 07, 2016",2946.55,2990,2994.85,2911.05,149.40K,-1.84
"Jan 06, 2016",3001.7,2953,3006,2953,133.64K,1.18
"Jan 05, 2016",2966.7,2977.1,2992.55,2950.3,114.25K,-0.2
"Jan 04, 2016",2972.6,2980,3004.45,2952,126.81K,-0.46
"Jan 01, 2016",2986.4,2962.4,3003.35,2962.4,64.74K,0.68
"Dec 31, 2015",2966.3,2985,3013,2948.05,240.16K,-0.33
"Dec 30, 2015",2976.1,2990,2996,2961.55,84.82K,-0.06
"Dec 29, 2015",2977.8,2910.1,2985.5,2910,156.76K,2.53
"Dec 28, 2015",2904.35,2912,2925,2899.5,87.25K,-0.22
"Dec 24, 2015",2910.7,2927,2928,2880.9,81.97K,0.5
"Dec 23, 2015",2896.25,2925.15,2946.5,2888.55,96.85K,-0.71
"Dec 22, 2015",2916.9,2950,2963,2911.7,98.35K,-0.89
"Dec 21, 2015",2943,2887,2950,2882,105.85K,1.82
"Dec 18, 2015",2890.3,2901,2948.5,2877.95,159.47K,-0.7
"Dec 17, 2015",2910.75,2840,2919,2811,166.69K,3.44
"Dec 16, 2015",2814,2884.7,2895,2808.05,145.47K,-2.29
"Dec 15, 2015",2880.05,2830,2886,2823.15,114.13K,1.84
"Dec 14, 2015",2828,2763,2847,2744.8,150.52K,1.7
"Dec 11, 2015",2780.8,2866.45,2880.9,2763.5,222.67K,-2.99
"Dec 10, 2015",2866.45,2800,2889.7,2721.05,289.32K,2.47
